,NUTS_ID,NUTS_NAME,NAME_LATN,GDP_VALUE,geometry,centroid_lon,centroid_lat,centroid_geometry,LISA_VALUE,LISA_sig,LISA_p_values,LISA_quadrant
265,TR21,"Tekirdağ, Edirne, Kırklareli","Tekirdağ, Edirne, Kırklareli",18700.0,"POLYGON ((5804912.6646 2276442.7947000004, 5805255.0754 2258491.0551999994, 5817384.1916000005 2243504.7106, 5821001.981799999 2239046.4836999997, 5824292.444399999 2234996.306500001, 5826981.3456999995 2233956.2378000002, 5820372.2151999995 2187202.8837, 5824749.2566 2171034.837200001, 5790003.0923 2157132.057600001, 5774723.369200001 2122665.6876999997, 5751528.5013 2100720.0274, 5747307.341700001 2105835.7749000005, 5748801.976199999 2116298.9722000007, 5744835.6861000005 2120226.277899999, 5731207.483999999 2117440.9878000002, 5729170.1368 2111830.1777999997, 5730188.575300001 2106048.3146, 5682979.997300001 2090346.9094999991, 5676248.737400001 2092444.4892999995, 5672806.8225 2099366.4745000005, 5670221.351600001 2102712.0823, 5691100.590399999 2133691.639799999, 5684585.5847 2163534.5296, 5704439.7765 2183251.7485000007, 5695859.2959 2207298.7884, 5692144.4482 2208740.7982, 5683463.0222 2212121.5467000008, 5675518.538699999 2215228.6450999994, 5674234.7422 2224896.521299999, 5687068.2181 2232217.2323000003, 5687246.9263 2242311.344799999, 5710780.1064 2254318.4803, 5716919.9485 2257473.069700001, 5719147.333900001 2259931.5405, 5723794.925799999 2269102.7313, 5741174.0703 2273399.2112000007, 5752227.682600001 2267654.5118000004, 5758984.5429 2265557.752699999, 5767353.237500001 2262972.7978000008, 5799302.301100001 2274668.5808000006, 5804912.6646 2276442.7947000004))",5748389.799005656,2189865.9682922675,POINT (5748389.799005656 2189865.9682922675),0.3844001977537186,Significant,0.001,3
266,TR22,"Balıkesir, Çanakkale","Balıkesir, Çanakkale",14189.473684210527,"MULTIPOLYGON (((5854053.862500001 2107095.8665999994, 5851390.430299999 2088073.7712999992, 5874264.9542 2054136.5284000002, 5898577.4486 2043907.1196999997, 5913402.577199999 2046972.3988000005, 5923734.5482 2037520.7896999996, 5940257.808 2037902.5004999992, 5934453.585999999 2005074.1072000004, 5919583.289799999 1995414.3969, 5924999.807499999 1982205.2466000002, 5887401.6033 1964762.2557999995, 5856311.489 1986431.9627, 5813242.027899999 1978468.509299999, 5789025.696799999 1975071.1466000006, 5765133.607899999 1947264.7561000008, 5756680.7806 1960984.2071000002, 5767324.1051 1987754.6305999998, 5744714.005999999 1984964.8693000004, 5710715.1404 1968689.0753000006, 5701343.8347 1972312.2333000004, 5699382.497199999 2019775.0475999992, 5773438.2140999995 2092298.697899999, 5801743.3506000005 2084104.5943999998, 5824458.642000001 2094433.5113999993, 5816462.3354 2106032.3852999993, 5818214.6043 2111022.7751, 5836588.619200001 2111921.5648, 5837153.5527 2099620.4964000005, 5854053.862500001 2107095.8665999994)), ((5812108.2771000005 2122141.3168, 5800896.528899999 2114247.6391000003, 5796173.694599999 2115823.9723000005, 5795818.9846 2120476.0637, 5803876.1324000005 2126557.3683, 5812108.2771000005 2122141.3168)), ((5810712.1954 2107099.251, 5807897.202 2100368.8418000005, 5802205.9375 2100131.160700001, 5801417.4748 2108351.056, 5806898.397 2111798.6988999993, 5810712.1954 2107099.251)), ((5753934.337099999 1959201.4498999994, 5749676.419299999 1958250.2070000004, 5744934.414999999 1965472.1492999997, 5749113.0283 1970983.0796000008, 5753501.4354 1969253.5099999998, 5753934.337099999 1959201.4498999994)), ((5730188.575300001 2106048.3146, 5729170.1368 2111830.1777999997, 5731207.483999999 2117440.9878000002, 5744835.6861000005 2120226.277899999, 5748801.976199999 2116298.9722000007, 5747307.341700001 2105835.7749000005, 5751528.5013 2100720.0274, 5736252.2213 2086624.4283000007, 5735114.885299999 2077004.5360000003, 5705315.828400001 2034914.7239999995, 5699866.3313 2038128.3845000006, 5698198.492699999 2061782.5227000006, 5735053.5342 2099052.8051999994, 5730188.575300001 2106048.3146)), ((5697428.9844 2000030.5162000004, 5693090.756200001 1997123.6870000008, 5685326.7905 2003881.1478000004, 5694098.194700001 2009483.0545000006, 5697428.9844 2000030.5162000004)), ((5667456.626800001 2030653.9977000002, 5659299.2432 2027924.4926999994, 5652455.2862 2030283.296599999, 5652329.5967999995 2033571.0417999998, 5661171.4449000005 2041987.7167000007, 5673241.583699999 2047906.8699999992, 5678958.348300001 2037546.5328000002, 5667456.626800001 2030653.9977000002)))",5806628.579827663,2029170.5717716569,POINT (5806628.579827663 2029170.5717716569),0.6262113893700672,Significant,0.005,3
267,TR31,İzmir,İzmir,18347.36842105263,"MULTIPOLYGON (((5932346.825200001 1865098.2369, 5889046.1535 1838454.5479000006, 5858513.092599999 1834139.5519999992, 5836588.2962 1816074.271400001, 5828372.2831999995 1824172.4407000002, 5788413.159399999 1836838.2709999997, 5767232.6712 1833568.7014000006, 5750966.3049 1840898.943, 5750397.2173 1880687.867900001, 5775344.3695 1862649.1996, 5795648.8015 1871736.9875000007, 5778577.636700001 1892088.6787, 5788217.012800001 1917208.5048999991, 5765133.607899999 1947264.7561000008, 5789025.696799999 1975071.1466000006, 5813242.027899999 1978468.509299999, 5827490.410599999 1942902.5475999992, 5807363.9364 1922835.2486000005, 5805759.071900001 1914073.515900001, 5819505.3211 1893349.8694000002, 5870152.657 1876615.3059999999, 5885016.318600001 1886226.1361999996, 5919764.585999999 1881857.7365000006, 5932346.825200001 1865098.2369)), ((5780670.3618 1870159.4623000007, 5772421.642899999 1867458.6253999993, 5770369.173699999 1875988.3389999997, 5777537.411699999 1879734.7928999998, 5780670.3618 1870159.4623000007)))",5824890.620892011,1880703.834784138,POINT (5824890.620892011 1880703.834784138),0.3111620123322046,Significant,0.017,3
268,TR32,"Aydın, Denizli, Muğla","Aydın, Denizli, Muğla",13900.0,"MULTIPOLYGON (((6061465.7127 1858131.6319999993, 6036297.544199999 1833869.2694000006, 6048113.8752 1811525.2383999992, 6036217.391000001 1766268.4646000005, 6045869.9054000005 1754321.3378999997, 6069641.125600001 1769260.9295000006, 6073022.2192 1761616.5209999997, 6070085.642899999 1739188.8013000004, 6060609.861 1718119.1916000005, 6049028.7038 1703878.4526000004, 6046336.5285 1688777.9886000007, 6034558.1117 1695274.2791000009, 6016269.5875 1724883.7978000008, 5998400.865 1718992.2645999994, 5972274.5384 1727576.5602000002, 5952276.3588 1724797.9644000009, 5943925.028999999 1706914.0288999993, 5933551.277000001 1700638.3926999997, 5933999.3091 1714668.9192999993, 5927956.633400001 1726776.0983000007, 5932699.704299999 1741221.5341999996, 5858346.540999999 1721617.4911000002, 5857345.894400001 1733889.2787999995, 5874132.6043 1739082.8458999991, 5878523.570800001 1751852.664999999, 5859942.6996 1763994.2314, 5844825.729800001 1761603.5691999998, 5836394.6281 1781689.2874999996, 5826511.9471 1788295.2458999995, 5835669.417099999 1800967.3183999993, 5836588.2962 1816074.271400001, 5858513.092599999 1834139.5519999992, 5889046.1535 1838454.5479000006, 5932346.825200001 1865098.2369, 5947527.2467 1867160.9253000002, 5963597.6283 1888417.4561, 6023740.529100001 1906844.8110000007, 6026603.0668 1923733.9277999997, 6034566.569700001 1934782.125, 6050866.6741 1930254.270300001, 6063184.811899999 1911129.351399999, 6040373.615599999 1875173.3783999998, 6043494.6423 1867286.1349, 6061465.7127 1858131.6319999993)), ((5937084.6976 1692454.2936000004, 5927506.2138 1685605.8025000002, 5922337.048800001 1692957.4663999993, 5935012.1197999995 1696218.3780000005, 5937084.6976 1692454.2936000004)), ((5925700.3335 1710722.8824000005, 5911372.708900001 1706002.637, 5904662.360300001 1707626.0927000009, 5908862.2796 1712281.2360999994, 5924472.556399999 1714483.4629999995, 5925700.3335 1710722.8824000005)), ((5900191.4208 1706889.1468000002, 5899158.0868999995 1692955.4627999999, 5885033.1369 1691425.7602999993, 5882390.680199999 1687906.7447999995, 5874681.6139 1690270.7070000004, 5875997.431500001 1697352.9322999995, 5891314.502699999 1703156.6456000004, 5893578.4648 1707850.7051, 5900191.4208 1706889.1468000002)))",5964276.986327568,1800047.0207698967,POINT (5964276.986327568 1800047.0207698967),0.6191605927576371,Significant,0.015,3
269,TR33,"Manisa, Afyonkarahisar, Kütahya, Uşak","Manisa, Afyonkarahisar, Kütahya, Uşak",12989.473684210527,"POLYGON ((6174136.3134 2045174.2309000008, 6184983.1294 2030910.5972000007, 6179377.4058 2000945.4749999996, 6185829.0677000005 1992328.3323, 6161142.737600001 1961385.8542999998, 6150277.3467999995 1966119.7940999996, 6141049.1149 1961871.5870999992, 6117453.7929 1929756.5262000002, 6102037.8857 1916216.9580000006, 6083645.945499999 1886805.0429999996, 6077506.1994 1862461.2894000001, 6061465.7127 1858131.6319999993, 6043494.6423 1867286.1349, 6040373.615599999 1875173.3783999998, 6063184.811899999 1911129.351399999, 6050866.6741 1930254.270300001, 6034566.569700001 1934782.125, 6026603.0668 1923733.9277999997, 6023740.529100001 1906844.8110000007, 5963597.6283 1888417.4561, 5947527.2467 1867160.9253000002, 5932346.825200001 1865098.2369, 5919764.585999999 1881857.7365000006, 5885016.318600001 1886226.1361999996, 5870152.657 1876615.3059999999, 5819505.3211 1893349.8694000002, 5805759.071900001 1914073.515900001, 5807363.9364 1922835.2486000005, 5827490.410599999 1942902.5475999992, 5813242.027899999 1978468.509299999, 5856311.489 1986431.9627, 5887401.6033 1964762.2557999995, 5924999.807499999 1982205.2466000002, 5919583.289799999 1995414.3969, 5934453.585999999 2005074.1072000004, 5940257.808 2037902.5004999992, 5958271.945599999 2043599.7412, 5971158.635500001 2079445.9633000009, 5997595.800799999 2083972.2756999992, 6005165.0856 2067669.6929000001, 6029510.1701 2068171.5001999997, 6040091.281400001 2069644.7108999994, 6055864.123199999 2058171.2434999999, 6062177.0888 2038966.4333999995, 6071934.782400001 2029136.1410000008, 6092791.611 2028492.8416000009, 6106640.7313 2029837.8607, 6136631.0002 2053464.1413000003, 6154194.6544 2045210.382099999, 6174136.3134 2045174.2309000008))",5999974.189269749,1966484.598082344,POINT (5999974.189269749 1966484.598082344),0.6667272124994715,Significant,0.008,3
270,TR41,"Bursa, Eskişehir, Bilecik","Bursa, Eskişehir, Bilecik",17826.315789473683,"POLYGON ((6050523.502599999 2147135.7052999996, 6065114.2118999995 2133989.3861999996, 6080013.9122 2136020.4716999996, 6091281.328600001 2128554.4223999996, 6123144.914000001 2140955.5199999996, 6153279.3773 2144076.9093999993, 6174526.3641 2129779.9581000004, 6174981.087300001 2118501.0182000007, 6195206.7007 2097036.8434999995, 6200520.663799999 2078898.0997000001, 6204208.3554 2069900.9751999993, 6189648.3171999995 2052735.1883000005, 6174136.3134 2045174.2309000008, 6154194.6544 2045210.382099999, 6136631.0002 2053464.1413000003, 6106640.7313 2029837.8607, 6092791.611 2028492.8416000009, 6071934.782400001 2029136.1410000008, 6062177.0888 2038966.4333999995, 6055864.123199999 2058171.2434999999, 6040091.281400001 2069644.7108999994, 6029510.1701 2068171.5001999997, 6005165.0856 2067669.6929000001, 5997595.800799999 2083972.2756999992, 5971158.635500001 2079445.9633000009, 5958271.945599999 2043599.7412, 5940257.808 2037902.5004999992, 5923734.5482 2037520.7896999996, 5913402.577199999 2046972.3988000005, 5898577.4486 2043907.1196999997, 5874264.9542 2054136.5284000002, 5851390.430299999 2088073.7712999992, 5854053.862500001 2107095.8665999994, 5918955.641899999 2119655.6752000004, 5926239.341499999 2126697.5187, 5920390.886499999 2131891.8538000006, 5926101.433499999 2141228.7796, 5952631.791300001 2149952.3603000008, 5978463.514900001 2162312.179199999, 5994742.0758 2161371.919399999, 5998754.6664 2159065.0143, 6005872.1438 2151050.6986999996, 6037115.595799999 2152654.3993999995, 6050523.502599999 2147135.7052999996))",6032734.736857304,2094294.476901741,POINT (6032734.736857304 2094294.476901741),0.3385913741506064,Significant,0.009,3
271,TR42,"Kocaeli, Sakarya, Düzce, Bolu, Yalova","Kocaeli, Sakarya, Düzce, Bolu, Yalova",20326.315789473683,"POLYGON ((6066415.911900001 2241475.3683, 6090470.8893 2253507.5096000005, 6105410.651699999 2247838.853599999, 6130554.7805 2252531.1261, 6160426.8100000005 2264457.8846000005, 6170789.194800001 2265953.7600999996, 6181349.238500001 2254668.4189999998, 6201360.806299999 2251096.0535000004, 6204412.6910999995 2238599.2052999996, 6193340.340500001 2231843.3696999997, 6192514.067 2217152.3477999996, 6161639.376800001 2183565.4991999995, 6137308.9454 2170890.8191, 6099745.1335 2167500.9915999994, 6095242.2556 2151768.2068000007, 6080013.9122 2136020.4716999996, 6065114.2118999995 2133989.3861999996, 6050523.502599999 2147135.7052999996, 6037115.595799999 2152654.3993999995, 6005872.1438 2151050.6986999996, 5998754.6664 2159065.0143, 5994742.0758 2161371.919399999, 5978463.514900001 2162312.179199999, 5952631.791300001 2149952.3603000008, 5926101.433499999 2141228.7796, 5920390.886499999 2131891.8538000006, 5907345.3828 2139208.5825999994, 5918588.6305 2151495.611199999, 5960021.195800001 2168608.7030999996, 5960428.114399999 2175844.972100001, 5940443.759199999 2176264.6207, 5944136.0492 2195631.3468999993, 5968169.509500001 2208614.3387, 5974176.278899999 2223871.1973, 6012649.8224 2239140.841600001, 6039083.9812 2239690.570800001, 6066415.911900001 2241475.3683))",6069256.925296732,2200703.1860209927,POINT (6069256.925296732 2200703.1860209927),0.18954689362381616,Significant,0.014,3
272,TR51,Ankara,Ankara,22121.052631578947,"POLYGON ((6307486.4991999995 2229517.2244000006, 6302652.351399999 2211416.389799999, 6306964.5589000005 2194262.1489000004, 6292765.335899999 2179842.0633000005, 6293348.862400001 2146884.8161999993, 6317275.9651999995 2118165.6317, 6341032.484300001 2102205.465, 6363304.8785 2097196.0867, 6354761.999500001 2082842.5463999994, 6361233.944700001 2073210.3019999992, 6359447.5030000005 2056089.4397, 6340986.426899999 2042485.4529, 6328297.480599999 2057361.8189000003, 6317400.021 2082656.9847999997, 6284897.605 2093716.6215000004, 6246868.9242 2051253.2306999993, 6209816.9979 2042140.4255999997, 6189648.3171999995 2052735.1883000005, 6204208.3554 2069900.9751999993, 6200520.663799999 2078898.0997000001, 6195206.7007 2097036.8434999995, 6174981.087300001 2118501.0182000007, 6174526.3641 2129779.9581000004, 6153279.3773 2144076.9093999993, 6123144.914000001 2140955.5199999996, 6091281.328600001 2128554.4223999996, 6080013.9122 2136020.4716999996, 6095242.2556 2151768.2068000007, 6099745.1335 2167500.9915999994, 6137308.9454 2170890.8191, 6161639.376800001 2183565.4991999995, 6192514.067 2217152.3477999996, 6193340.340500001 2231843.3696999997, 6204412.6910999995 2238599.2052999996, 6237011.5265999995 2240091.3725000005, 6242881.3575 2231112.5901999995, 6267350.032400001 2217395.147, 6281039.860400001 2227988.2437999994, 6307486.4991999995 2229517.2244000006))",6235970.342526777,2142230.3942844863,POINT (6235970.342526777 2142230.3942844863),0.11831941423145267,Significant,0.001,3
273,TR52,"Konya, Karaman","Konya, Karaman",12194.736842105263,"POLYGON ((6340986.426899999 2042485.4529, 6331739.5962000005 2019967.0732000005, 6330504.262800001 1999626.8735000007, 6352623.5889 1972457.1444000006, 6362156.115599999 1970715.2434, 6407746.264599999 1990570.3210000005, 6445229.3287 1973269.1450999994, 6448219.488299999 1946744.237400001, 6462258.3958 1928316.5112999994, 6460190.5329 1917092.6092000008, 6432546.1688 1892968.6580999997, 6419289.501499999 1877975.2280000001, 6356520.8873 1837590.6272, 6360536.290100001 1823589.8904, 6380146.832599999 1811019.6267000008, 6332622.1887 1775480.514799999, 6326091.710200001 1780024.5561999995, 6323158.1588 1792419.4937999994, 6311829.8061 1813144.4956, 6260542.07 1839500.6264999993, 6235642.634199999 1858910.6878999993, 6213421.331 1851826.2218999993, 6194373.706499999 1855121.1524999999, 6191784.427999999 1880989.5518999994, 6196999.7063 1896218.8695999999, 6190564.461200001 1917751.8367999997, 6199061.0715 1933975.0407999996, 6171233.9365 1949557.5593999997, 6161142.737600001 1961385.8542999998, 6185829.0677000005 1992328.3323, 6179377.4058 2000945.4749999996, 6184983.1294 2030910.5972000007, 6174136.3134 2045174.2309000008, 6189648.3171999995 2052735.1883000005, 6209816.9979 2042140.4255999997, 6246868.9242 2051253.2306999993, 6284897.605 2093716.6215000004, 6317400.021 2082656.9847999997, 6328297.480599999 2057361.8189000003, 6340986.426899999 2042485.4529))",6301694.926965936,1937965.8472753188,POINT (6301694.926965936 1937965.8472753188),0.9192919956701242,Significant,0.003,3
274,TR61,"Antalya, Isparta, Burdur","Antalya, Isparta, Burdur",16510.526315789473,"POLYGON ((6194373.706499999 1855121.1524999999, 6213421.331 1851826.2218999993, 6235642.634199999 1858910.6878999993, 6260542.07 1839500.6264999993, 6311829.8061 1813144.4956, 6323158.1588 1792419.4937999994, 6326091.710200001 1780024.5561999995, 6332622.1887 1775480.514799999, 6340388.0031 1747312.3746000007, 6315787.7392 1753401.8318000007, 6282145.866599999 1780048.794399999, 6208289.9263 1791488.7317999993, 6153677.520500001 1782609.7881000005, 6149076.192 1769612.6711, 6153025.042199999 1742959.430400001, 6150929.4538 1711453.8183999993, 6128953.1631000005 1711122.1454000007, 6094459.5803 1682409.5370000005, 6046336.5285 1688777.9886000007, 6049028.7038 1703878.4526000004, 6060609.861 1718119.1916000005, 6070085.642899999 1739188.8013000004, 6073022.2192 1761616.5209999997, 6069641.125600001 1769260.9295000006, 6045869.9054000005 1754321.3378999997, 6036217.391000001 1766268.4646000005, 6048113.8752 1811525.2383999992, 6036297.544199999 1833869.2694000006, 6061465.7127 1858131.6319999993, 6077506.1994 1862461.2894000001, 6083645.945499999 1886805.0429999996, 6102037.8857 1916216.9580000006, 6117453.7929 1929756.5262000002, 6141049.1149 1961871.5870999992, 6150277.3467999995 1966119.7940999996, 6161142.737600001 1961385.8542999998, 6171233.9365 1949557.5593999997, 6199061.0715 1933975.0407999996, 6190564.461200001 1917751.8367999997, 6196999.7063 1896218.8695999999, 6191784.427999999 1880989.5518999994, 6194373.706499999 1855121.1524999999))",6151073.2924507875,1819001.9699658065,POINT (6151073.2924507875 1819001.9699658065),0.48695564298568383,Significant,0.004,3
275,TR62,"Adana, Mersin","Adana, Mersin",12031.578947368422,"POLYGON ((6600315.7785 2082780.6432000007, 6605439.7172 2027391.2643999998, 6590573.432 2019167.6643000003, 6584325.320599999 1992956.3188000005, 6587283.2772 1957892.3126999997, 6603390.850400001 1958628.4492000006, 6608354.732799999 1944062.3164000008, 6604629.318299999 1929139.0099, 6586000.850099999 1905245.8428000007, 6580363.1149 1881836.6270000003, 6562148.931600001 1873816.7109999992, 6520092.964299999 1880306.4375, 6495019.5078 1877883.142000001, 6469448.190199999 1838908.1853999998, 6459024.958799999 1808060.4792, 6445196.1592999995 1803325.5502000004, 6437225.272700001 1787173.9298, 6373633.3641 1757492.5387999993, 6360659.761600001 1745801.8121000007, 6340388.0031 1747312.3746000007, 6332622.1887 1775480.514799999, 6380146.832599999 1811019.6267000008, 6360536.290100001 1823589.8904, 6356520.8873 1837590.6272, 6419289.501499999 1877975.2280000001, 6432546.1688 1892968.6580999997, 6460190.5329 1917092.6092000008, 6462258.3958 1928316.5112999994, 6486190.8258 1947243.2069000006, 6493158.130999999 1958244.5184000004, 6491015.131200001 1978007.5187, 6514410.7914 1997926.7486000005, 6543335.0622000005 2006427.0299999993, 6540729.6479 2028525.329500001, 6560426.5726 2051771.0280000009, 6570193.3039 2083491.8014000002, 6582351.913000001 2092807.2118999995, 6600315.7785 2082780.6432000007))",6491904.110801805,1905488.1270131296,POINT (6491904.110801805 1905488.1270131296),1.0891427134539007,Significant,0.002,3
276,TR63,"Hatay, Kahramanmaraş, Osmaniye","Hatay, Kahramanmaraş, Osmaniye",9763.157894736842,"POLYGON ((6655602.6204 1984805.5326000005, 6646170.6799 1965543.5085000005, 6645312.9498 1949219.1265999991, 6665485.5601 1942998.0375999995, 6667399.020199999 1907841.8627000004, 6686069.0814 1881891.7350999992, 6665246.4989 1869160.5053000003, 6667708.527899999 1846890.7942999993, 6651662.993799999 1823229.0550999995, 6632484.1888 1824591.7613999993, 6630517.105799999 1839587.7368, 6611272.6965 1863970.0621000007, 6632244.7818 1912673.2280000001, 6620466.949999999 1929406.3099000007, 6604629.318299999 1929139.0099, 6608354.732799999 1944062.3164000008, 6603390.850400001 1958628.4492000006, 6587283.2772 1957892.3126999997, 6584325.320599999 1992956.3188000005, 6590573.432 2019167.6643000003, 6605439.7172 2027391.2643999998, 6600315.7785 2082780.6432000007, 6616088.110400001 2127307.026799999, 6661038.324100001 2149836.0636, 6660507.7523 2137143.0754000004, 6694965.808599999 2132599.8499999996, 6706800.7347 2123413.964400001, 6709392.0526 2115687.6207999997, 6704389.4124 2099240.4617, 6708748.788699999 2089365.8983999994, 6703277.431600001 2053950.0914999992, 6722287.4943 2044702.9537000004, 6718925.8539 2028286.2087999992, 6688619.517200001 1993982.4502000008, 6669898.592700001 2002163.4728999995, 6655602.6204 1984805.5326000005))",6647996.570740319,2009324.1789735374,POINT (6647996.570740319 2009324.1789735374),1.574899253755973,Significant,0.001,3
277,TR71,"Kırıkkale, Aksaray, Niğde, Nevşehir, Kırşehir","Kırıkkale, Aksaray, Niğde, Nevşehir, Kırşehir",10915.78947368421,"POLYGON ((6514410.7914 1997926.7486000005, 6491015.131200001 1978007.5187, 6493158.130999999 1958244.5184000004, 6486190.8258 1947243.2069000006, 6462258.3958 1928316.5112999994, 6448219.488299999 1946744.237400001, 6445229.3287 1973269.1450999994, 6407746.264599999 1990570.3210000005, 6362156.115599999 1970715.2434, 6352623.5889 1972457.1444000006, 6330504.262800001 1999626.8735000007, 6331739.5962000005 2019967.0732000005, 6340986.426899999 2042485.4529, 6359447.5030000005 2056089.4397, 6361233.944700001 2073210.3019999992, 6354761.999500001 2082842.5463999994, 6363304.8785 2097196.0867, 6341032.484300001 2102205.465, 6317275.9651999995 2118165.6317, 6293348.862400001 2146884.8161999993, 6292765.335899999 2179842.0633000005, 6306964.5589000005 2194262.1489000004, 6302652.351399999 2211416.389799999, 6307486.4991999995 2229517.2244000006, 6327485.274 2228000.0990999993, 6339392.0921 2222374.5865, 6358692.760199999 2200596.4716, 6350663.253699999 2192485.4366999995, 6357905.8114 2183067.997300001, 6385738.0297 2178547.9398, 6400464.6313000005 2162204.8716, 6413607.672599999 2157187.7695000004, 6429293.258300001 2152510.8608, 6439658.890799999 2148845.7304999996, 6458764.182 2124883.0186, 6460874.5748 2102096.8024000004, 6475615.113299999 2078741.9530999996, 6467866.4202 2050535.4310999997, 6487083.9639 2038066.9513000008, 6506753.3542 2034709.6556000002, 6515238.127800001 2014668.8948999997, 6514410.7914 1997926.7486000005))",6399733.730071746,2075222.834717402,POINT (6399733.730071746 2075222.834717402),1.2026520330853194,Significant,0.001,3
278,TR72,"Kayseri, Sivas, Yozgat","Kayseri, Sivas, Yozgat",11952.631578947368,"POLYGON ((6655466.173 2378131.1993000004, 6674447.274599999 2348315.6283, 6721968.2149 2351935.1194, 6720721.0954 2341093.2808999997, 6695940.500499999 2325664.6390000004, 6704295.579299999 2317473.2251999993, 6702744.837099999 2293797.2490999997, 6707479.5055 2278472.191299999, 6716549.109999999 2270009.8561000004, 6722393.4244 2240132.432, 6684715.2147 2217785.5308999997, 6679160.4617 2204517.3397000004, 6661873.2184 2201150.5791999996, 6671484.1394 2176241.0614, 6661038.324100001 2149836.0636, 6616088.110400001 2127307.026799999, 6600315.7785 2082780.6432000007, 6582351.913000001 2092807.2118999995, 6570193.3039 2083491.8014000002, 6560426.5726 2051771.0280000009, 6540729.6479 2028525.329500001, 6543335.0622000005 2006427.0299999993, 6514410.7914 1997926.7486000005, 6515238.127800001 2014668.8948999997, 6506753.3542 2034709.6556000002, 6487083.9639 2038066.9513000008, 6467866.4202 2050535.4310999997, 6475615.113299999 2078741.9530999996, 6460874.5748 2102096.8024000004, 6458764.182 2124883.0186, 6439658.890799999 2148845.7304999996, 6429293.258300001 2152510.8608, 6413607.672599999 2157187.7695000004, 6400464.6313000005 2162204.8716, 6385738.0297 2178547.9398, 6357905.8114 2183067.997300001, 6350663.253699999 2192485.4366999995, 6358692.760199999 2200596.4716, 6374674.511600001 2212467.2985999994, 6425578.3554 2231550.9579000007, 6431968.7557 2239117.3257, 6430334.9573 2257857.914000001, 6443511.6151 2265324.0183000006, 6451150.9176 2266919.5760999992, 6468529.964199999 2257475.1393, 6492851.389 2265505.3967000004, 6505588.749600001 2253402.3932000007, 6514097.332900001 2257996.4228000008, 6550768.803300001 2272997.5770999994, 6553736.01 2297317.3695, 6559538.9068 2304644.9759, 6611421.6691 2320086.1504999995, 6618004.2908 2341549.3871, 6614730.6587000005 2350190.0317, 6626586.3906 2346690.0204000007, 6640652.704 2355244.0186, 6646478.8244 2371290.0395, 6655466.173 2378131.1993000004))",6558778.68842044,2197482.7932682717,POINT (6558778.68842044 2197482.7932682717),1.315517515543543,Significant,0.001,3
279,TR81,"Zonguldak, Karabük, Bartın","Zonguldak, Karabük, Bartın",11373.684210526315,"POLYGON ((6232063.3245 2291272.327299999, 6229633.801000001 2281292.7445, 6215230.608100001 2274335.7477, 6201360.806299999 2251096.0535000004, 6181349.238500001 2254668.4189999998, 6170789.194800001 2265953.7600999996, 6160426.8100000005 2264457.8846000005, 6130554.7805 2252531.1261, 6105410.651699999 2247838.853599999, 6090470.8893 2253507.5096000005, 6096714.948799999 2279673.8309000004, 6138406.577299999 2321627.943600001, 6143765.771500001 2328048.7852, 6149840.202400001 2335350.6722999997, 6166251.1554000005 2355207.4593, 6183748.3344 2366948.9923, 6194153.5692 2355438.3857000005, 6195056.971100001 2349425.208900001, 6195837.807600001 2344214.2282999996, 6203891.6644 2341407.5200999994, 6215120.6173 2342756.2926000003, 6224719.6358 2330167.943499999, 6217037.019200001 2315287.2805000003, 6216967.2831 2302979.1215000004, 6232063.3245 2291272.327299999))",6166628.649967072,2297758.922076452,POINT (6166628.649967072 2297758.922076452),0.8993606163997319,Significant,0.007,3
280,TR82,"Kastamonu, Çankırı, Sinop","Kastamonu, Çankırı, Sinop",11442.105263157895,"POLYGON ((6409166.8167 2417609.2498000003, 6407712.289799999 2376088.8857000005, 6399443.703600001 2371668.807499999, 6383382.624399999 2376693.5853000004, 6371698.684699999 2354815.135, 6335793.326300001 2355642.7764, 6326042.901000001 2346371.6018000003, 6320890.465 2329367.8781000003, 6333427.3708999995 2304252.5196, 6310638.3452 2288562.7649000008, 6326287.4498 2278610.3312, 6338842.6151 2251066.4570000004, 6327485.274 2228000.0990999993, 6307486.4991999995 2229517.2244000006, 6281039.860400001 2227988.2437999994, 6267350.032400001 2217395.147, 6242881.3575 2231112.5901999995, 6237011.5265999995 2240091.3725000005, 6204412.6910999995 2238599.2052999996, 6201360.806299999 2251096.0535000004, 6215230.608100001 2274335.7477, 6229633.801000001 2281292.7445, 6232063.3245 2291272.327299999, 6216967.2831 2302979.1215000004, 6217037.019200001 2315287.2805000003, 6224719.6358 2330167.943499999, 6215120.6173 2342756.2926000003, 6203891.6644 2341407.5200999994, 6195837.807600001 2344214.2282999996, 6195056.971100001 2349425.208900001, 6194153.5692 2355438.3857000005, 6183748.3344 2366948.9923, 6218575.8322 2393913.6316, 6225717.597100001 2399497.1361, 6260620.3321 2407637.8331000004, 6297883.448899999 2416571.0295, 6336502.4646000005 2429672.1676000003, 6353766.741599999 2450194.4189, 6364936.4286 2446534.6249, 6380169.6587000005 2424856.1501, 6402390.8705 2419010.507200001, 6409166.8167 2417609.2498000003))",6290351.1707051005,2337027.0467996174,POINT (6290351.1707051005 2337027.0467996174),1.046189309674477,Significant,0.002,3
